country,url,title,timestamp,date,date_str,content
bangladesh,https://blitzindiamedia.com/india-and-bangladesh-hold-joint-military-exercise/,India and Bangladesh hold joint military exercise,"October 04, 2023, 09:29 AM",2023-10-04,4-10-2023,": India and Bangladesh commenced the 11th edition of the annual joint military exercise, SAMPRITI, at Umroi in Meghalaya, on October 3. The exercise, alternatingly organised by both countries, signifies strong bilateral defence cooperation initiatives.  The 14-day exercise will engage approximately 350 personnel from both sides. It underscores the importance of enhancing interoperability between the two armies, sharing tactical drills, and promoting best practices. The Bangladesh contingent comprises 170 personnel, led by Brigadier General Mohammed Mafizul Islam Rashed, Commander of 52 Bangladesh Infantry Brigade. Indian contingent mainly comprises troops from a battalion of Rajput Regiment. Brigadier SK Anand, Commander of a Mountain Brigade, is leading the Indian contingent.  Twenty officers from each contingent will participate in the Command Post Exercise (CPX), focusing on decision-making after thorough deliberations. This will be followed by Field Training Exercise (FTX) wherein grassroots-level operations will be validated. The Validation Exercise will be conducted on October 14-15 at Darranga Field Firing Range in Assam."
bangladesh,https://blitzindiamedia.com/india-bangladesh-enhance-free-trade-ties/,"India, Bangladesh enhance free trade ties","October 02, 2023, 12:29 PM",2023-10-02,2-10-2023,": India and Bangladesh have broadened their free trade agreement. The two neighbours have decided to expand the scope of discussion during the 15th Joint Working Group on Trade (JWG) meeting held on September 26 -27 in Dhaka. The meeting was co-chaired by Vipul Bansal, Joint Secretary from India’s Ministry of Commerce and Industry, and Noor Md MahbubulHaq, Additional Secretary, Bangladesh’s Ministry of Commerce.  The discussions revolved around enhancing trade intensity by addressing issues such as port restrictions, standard harmonization, essential commodity supply to Bangladesh, infrastructure development, regional connectivity via multi-modal transportation, and fortifying land customs stations, integrated check posts, and border markets. These annual India-Bangladesh JWG Meetings serve as a platform for dialogue on crucial trade matters and exploring opportunities for economic and technical cooperation. They aim to promote, facilitate, expand, and diversify bilateral trade with an emphasis on equality and mutual benefit. These have proven instrumental in swiftly resolving bilateral challenges by eliminating trade barriers, streamlining customs processes, and upgrading infrastructure, logistics, and transit facilities to ensure smoother cross-border trade. Trade Relations 
Bangladesh is India’s biggest trade partner in South Asia and India is the second biggest trade partner of Bangladesh in Asia. Despite Covid-19 related disruptions, bilateral trade grew at an unprecedented rate of almost 44% from USD 10.78 bn in FY21 to US$ 18.14 bn in FY22. Exports to Bangladesh touched above US$ 16 bn as against US$ 9.6 bn the previous financial year. India is Bangladesh’s largest export destination in Asia. India-Bangladesh relations are not limited to bilateral trade, and their growth stories are intertwined. Bangladesh is the biggest development partner of India today. According to government statistics, India has extended three Lines of Credits (LoC) to Bangladesh in the last eight years amounting to around US$ 8 bn for development of infrastructure in various sectors including roads, railways, shipping and ports. In addition to LoCs, India has been providing grant assistance to Bangladesh for various infrastructure projects including, construction of Akhaura-Agartala rail link, dredging of inland waterways in Bangladesh and construction of India-Bangladesh Friendship Pipeline for carriage of High-Speed Diesel into Bangladesh."
bangladesh,https://blitzindiamedia.com/india-lose-to-bangladesh-in-inconsequential-match/,India lose to Bangladesh in inconsequential match,"September 16, 2023, 07:06 AM",2023-09-16,16-9-2023,"COLOMBO: Shubman Gill’s brilliant 121 and Axar Patel’s rearguard 42 went in vain as India lost by six runs to Bangladesh in an inconsequential Super 4 match of the Asia Cup match on September 15. Before this match, India and Sri Lankan had already sealed their places in September 17 final."
bangladesh,https://blitzindiamedia.com/india-bangladesh-hold-defence-dialogue-in-dhaka/,"India, Bangladesh hold Defence Dialogue in Dhaka","September 11, 2023, 01:25 PM",2023-09-11,11-9-2023,": India and Bangladesh held the fifth Annual Defence Dialogue on August 28 in Dhaka. Defence Secretary Giridhar Aramane, who is on a two day visit to Bangladesh, co-chaired the meeting with his Bangladeshi counterpart Lt Gen Waker-Uz-Zaman, Principal Staff Officer, Armed Forces Division. The Annual Defence Dialogue is the highest institutionalised interactive mechanism between both the countries. Both the countries highlighted its significance in chartering the future course of the relations between the two armed forces. The ongoing defence cooperation activities between the two countries were reviewed and both sides expressed satisfaction at the increasing defence cooperation engagements. The talks covered the existing bilateral exercises and both sides agreed to increase the complexity of these exercises. Aramane and Lt Gen Zaman acknowledged the fruitful dialogue and stressed that both countries look forward to continued engagement based on the common understanding reached at the fifth Annual Defence Dialogue. The armed forces of both the countries continued to seek bilateral cooperation in multiple fields and the increased engagements are a positive sign for the future of the relations of both countries. The 4th annual defence dialogue was conducted in New Delhi on August 11, 2022 which was co-chaired by Defence Secretary Ajay Kumar and Lt Gen WakerUz-Zaman."
bangladesh,https://blitzindiamedia.com/20-locomotives-handed-over-to-bangladesh/,20 locomotives handed over to Bangladesh,"August 10, 2023, 12:27 PM",2023-08-10,10-8-2023,": Railway Minister Ashwini Vaishnaw flagged off 20 broad gauge (BG) locomotives virtually to Bangladesh in a handing over ceremony which was held in New Delhi on August 7. Railway Minister of Bangladesh Md Nurul Islam Sujan had also joined the event in virtual mode. “India’s relationship with Bangladesh is civilisational, cultural, social and economic. Prime Ministers of both the countries are playing proactive role to improve bilateral relationship across social, economic and political sectors,” Vaishnaw said during the event. This delivery fulfils a significant commitment made during Bangladesh PM Sheikh Hasina’s visit to India in October 2019. To meet the specific requirements of Bangladesh Railway, the Indian side has also made appropriate modifications to the locomotives. Vaishnaw said, “Indian Railways are also playing a vital role in improving and strengthening rail connectivity across the border and improving trade between both the countries. As of now, five BG connectivity are operational, namely GedaDarsana, Benapol- Petrapol, Singhabad- Rohanpur, Radhikapur- Birol and Haldibari-Chilahati. Work on two more- Akhaura-Agartala and Mahihasan-Shahbazpuris progressing well and is likely to be completed and commissioned shortly.” Railway Minister of Bangladesh Md Nurul Islam Sujan expressed heartfelt gratitude to India for the delivery of locomotives."
bangladesh,https://blitzindiamedia.com/india-to-help-bangladesh-launch-major-infra-projects/,India to help Bangladesh launch major infra projects,"July 19, 2023, 06:34 PM",2023-07-19,19-7-2023,"DHAKA: Three major infrastructural projects will be launched by Bangladesh with Indian assistance during Bangladesh PM Sheikh Hasina’s visit to India for the G20 summit in September, Bangladesh Sangbad Sangstha (BSS) reported on July 18 The three projects are the Maitree Super Thermal Power Plant-2, 65-kilometre-long Khulna-Mongla Port Railway Link, Akhaura (Bangladesh) and Agartala (India) Railway Link. The announcement was made by the Indian High Commissioner to Bangladesh Pranay Verma, who called on Bangladesh PM Sheikh Hasina on July 19 and held wide-ranging discussions on the India-Bangladesh bilateral relationship."
bangladesh,https://blitzindiamedia.com/adani-power-plant-starts-energising-bangladesh/,Adani Power plant starts energising Bangladesh,"June 26, 2023, 06:45 AM",2023-06-26,26-6-2023,"GODDA, JHARKHAND: Adani Power, a part of the diversified Adani Group, has commissioned its first 800 mw ultra-super-critical thermal power generation unit here and begun supplying 748 mw of power to Bangladesh. The electricity supplied from Godda will significantly improve power situation in the neighbouring country as it will replace expensive electricity generated from liquid fuel, bringing down the average cost of energy purchased. Cheaper will play a crucial role in making Bangladesh’s industry more competitive. “The Godda Power Plant is a strategic asset in the India-Bangladesh’s long-standing relationship,” said SB Khyalia, CEO, Adani Power. “It will ease the power supply in Bangladesh, making its industries and ecosystem more competitive. It is going to be the most efficient and environment-friendly thermal power plant installed in India and entire Southeast region and also one of the best-in-class in the world,” he said. In November 2017, Bangladesh Power Development Board had executed a long-term power purchase agreement with APL subsidiary Adani Power Jharkhand to procure 1,496 mw net capacity power from 2X800 mw power project at Godda."
bangladesh,https://blitzindiamedia.com/adani-power-begins-electricity-supply-to-bangladesh/,Adani Power begins electricity supply to Bangladesh,"June 26, 2023, 07:16 AM",2023-06-26,26-6-2023,"Adani Power has begun supplying electricity from its plant in Godda in Jharkhand to Bangladesh. Adani Power Ltd (APL), a part of the diversified Adani Group, has commissioned the first 800 MW ultra-super-critical thermal power generation unit at Godda. The plant has started with supplying 748 MW of power to Bangladesh. The electricity supplied from Godda will significantly improve the situation in the neighbouring country as it will replace expensive power generated from liquid fuel, bringing down the average cost of power purchased, a company statement. “The Godda Power Plant is a strategic asset in the India-Bangladesh’s long-standing relationship,” said S B Khyalia, CEO of Adani Power, in the statement. It is the first power plant in the country, which has started its operations from Day One with 100 per cent Flue Gas Desulphurization (FGD), SCR and Zero Water Discharge. In November 2017, Bangladesh Power Development Board (BPDB) executed a long-term Power Purchase Agreement (PPA) with APL’s wholly-owned subsidiary Adani Power Jharkhand Ltd (APJL) to procure 1,496 MW net capacity power from 2X800 MW ultra-supercritical power project at Godda. It is expected to commission its second 800 MW unit soon."
bangladesh,https://blitzindiamedia.com/army-chief-on-two-day-visit-to-bangladesh/,Army Chief on two-day visit to Bangladesh,"June 05, 2023, 12:01 PM",2023-06-05,5-6-2023,":  General Manoj Pande, the Chief of the Army Staff (COAS) is on a two-day visit to Bangladesh from June 5. During the visit, the Army Chief will be meeting the senior military leadership of Bangladesh where he will discuss avenues for further enhancing Indo-Bangladesh defence relations. On 6th June, the Major Pande will be reviewing the Passing Out Parade (POP) of officer cadets of the 84th Long Course at the Bangladesh Military Academy (BMA), Chattogram. During the parade, he will be presenting the ‘Bangladesh India Friendship Trophy’ instituted for Best Foreign Cadet (from Friendly Foreign Countries) of the Passing Out Course from BMA. The first trophy, this year is being awarded to Officer Cadet Everton of Tanzania.  This trophy is in reciprocation to ‘Bangladesh Trophy and Medal’ instituted at the Indian Military Academy (IMA), Dehradun in December 2021 for Best Foreign Cadet of Passing Out Course. Notably, the Army Chief will be reviewing the POP at IMA, Dehradun on 10 June 2023 and present the Bangladesh Medal & Trophy. Other engagements of the Army Chief include, formal interactions with the Chief of Army Staff, Bangladesh Army and the Principal Staff Officer of Armed Forces Division apart from briefings by senior Bangladesh Military officers on bilateral cooperation issues."
bangladesh,https://blitzindiamedia.com/india-bangladesh-energy-pipeline-inaugurated/,India-Bangladesh energy pipeline inaugurated,"May 02, 2023, 05:01 AM",2023-05-02,2-5-2023,"Prime Minister Narendra Modi and Prime Minister of Bangladesh, Sheikh Hasina jointly inaugurated the India-Bangladesh Friendship Pipeline (IBFP) in a virtual mode. The foundation stone for the construction of this pipeline was laid by both Prime Ministers in September 2018. Numaligarh Refinery Limited has been supplying petroleum products to Bangladesh since 2015. This is the second cross-border energy pipeline between India and its neighbours. Cooperation in the power and energy sector has become one of the hallmarks of India-Bangladesh relations. IBFP is the first cross border energy pipeline between India and Bangladesh with a capacity to transport 1 million metric tonne per annum (MMTPA) of high-speed diesel (HSD) to Bangladesh. Enhanced connectivity with Bangladesh will further strengthen people to people linkages between two sides. This is the first cross-border pipeline between the two countries. It has been built at a cost of about Rs 377 crore. Out of the total cost, Rs 285 crore has been spent on laying the pipeline in Bangladesh. India has spent this amount under grant aid. According to the Ministry of External Affairs, one million tonnes of high-speed diesel can be sent through the pipeline in a year, initially, it will be sent to seven districts of northern Bangladesh. The operationalisation of the India-Bangladesh Friendship Pipeline will establish a sustainable, reliable, cost-effective and environment-friendly way of moving HSD from India to Bangladesh and further enhance cooperation in energy security between the two countries."
bangladesh,https://blitzindiamedia.com/india-bangladesh/,INDIA-BANGLADESH,"May 02, 2023, 12:01 PM",2023-05-02,2-5-2023,"Home to the world’s largest river delta formed by the rivers Brahmaputra and the Ganges, the 50-yearold nation of Bangladesh was a part of the British India till the Partition of the sub-continent in 1947, became the eastern wing of Pakistan subsequently and an independent nation after the Indiaassisted liberation in 1971. Known for roaming Bengal tigers in the Sundarbans, a mangrove and swampland in the delta and the longest natural uninterrupted sea beach in Asia (Cox’s Bazar beach) and the oldest tea garden in the subcontinent, Bangladesh has been a close friend of India since its inception. India’s links with Bangladesh are civilisational, cultural, social and economic. There is much that unites the two countries – a shared history and common heritage, linguistic and cultural ties, passion for music, literature and the arts. This commonality is reflected in multi-dimensional and expanding bilateral relations. India and Bangladesh’s geographical locations complement each other and present an opportunity for both to further develop their connectivity links and economies. India and Bangladesh’s bond stresses far beyond the calculus of strategic consideration, and it is rooted in close people-to-people connectivity. These linkages have been stronger due to sharing of common language, culture, history, and spirituality. During his last visit to Bangladesh, Prime Minister Narendra Modi emphasised celebrating this spiritual connection by visiting two religious sites outside Dhaka— the Joshorershari Temple, an important place of worship for believers in Hinduism, in Shyamnager and the temple of Harichand Thakur in Gopalganj. Further, to promote people-topeople connectivity between India and Bangladesh, a new train called ‘Mitali Express’ connecting Dhaka and New Jalpaiguri was inaugurated. Connectivity has become a priority for India and Bangladesh and the two countries are trying the re-establish the old linkages that got disrupted in the Pakistan era. Unlike the past, the progress of India and Bangladesh cannot be measured with the arithmetic of the announcements made during the visit of the top leadership of the two countries. Contrarily, over the years, the two countries have established a well-structured institutional framework for interactions amongst all the stakeholders which ensures sustained dialogue between the two countries across the year. India and Bangladesh together have established more than 50 institutional mechanisms in a wide range of areas including security, defence, trade and economy, and science and technology. These mechanisms regularly monitor developments and work on resolving issues. Given the growth trajectory of the bilateral relations, the visit of top leaders provides a philosophical direction to the bilateral relationship. For India, which is increasingly trying to ‘Act East’ and put its ‘Neighbourhood First’, Bangladesh as an immediate eastern neighbour, is an important littoral on its eastern seaboard. Presently, the country is also India’s largest trading partner in South Asia. As India tries to indulge in greater cooperation in the South Asian region, to better fulfill its IndoPacific aspirations as well as guard against its apprehensions about China’s encroachment in the region, maintaining favourable ties with Bangladesh is critical for the country. India on the other hand is important for Bangladesh, as leveraging ties with it will enhance its economy as well as help in its socio-economic development. Naturally, both India and Bangladesh have worked to consolidate their partnership for the most part of this half a century old journey. Today, both countries are each other’s closest strategic allies in the South Asian region, and in a joint statement issued in March 2021, they upheld their partnership as a model for bilateral relations for the entire region. During the last financial year, the bilateral trade volume between both the countries was $9.9 billion but the potential is much higher. The issued was discussed by India’s Minister for External Affairs S Jaishankar with Bangladesh Prime Minister Sheikh Hasina as well as Foreign Minister Abdul Momen during his Dhaka visit on April 28. While the declared purpose of Jaishankar’s visit was to hand over in person a letter from Prime Minister Narendra Modi to Hasina, inviting her to visit India, regional geopolitics was no doubt an important item on his agenda in Dhaka. Bangladesh Prime Minister Sheikh Hasina’s offer to India to use the Chittagong Port is a win-win situation for India. Built on the Karnafuli river, 16 km upstream of the sea, it is the busiest port along the coastline of the Bay of Bengal and ranks 67th in the Lloyd’s list of the top 100 busiest container ports in the world. For India, the Chittagong Port is easier to access through proper multimodal connectivity, whilst the Kolkata Port has to be reached via the overland narrow Siliguri corridor, otherwise known as the ‘Chicken’s Neck’. Connecting India’s northeast with the Chittagong Port is thus a cheaper option to not only develop this region and strengthen its linkages with the rest of India but also enhance its connectivity with the neighbouring countries sharing Bangladesh’s border. In 2015, both the countries signed a Coastal Shipping Agreement and a Standard Operating Procedure allowing direct regular shipping between the ports on India’s east coast and Bangladesh’s ports. This helped reduce the delivery time from 25 to seven days and substantial savings. In 2020, Tripura finally got access to the Chittagong Port as it received 100 tonnes of cargo from it at the Akhaura Integrated Check Post, in a trial run. Since then there has been no further development apart from the inauguration of the Maitru Setu in March 2021, connecting Tripura to Chittagong. Today, the port is important for China as one of its gateways into the Indian Ocean. Some international reports have described Chinese investments in the port to be a part of its ‘String of Pearls” strategy against India. At present, China enjoys access to the Chittagong Port, is interested in constructing and operating the Dhaka-Chittagong High-Speed Rail Project, building a 220-kms pipeline, and a single mooring point, facilitating direct offloading of imported oil at the Chittagong refinery. The interest of the two Asian giants in the Chittagong Port is apparent. Bangladesh’s offer to India of using the Chittagong Port is one such diplomatic initiative. It reflects the growing bonhomie in their partnership which the two countries had described in March 2021 as a “model of bilateral ties for the entire region”."
